name,points,division,age,w_l_d,stance,residence,rank,stars,last6,last5,last4,last3,last2,last1,lagged
Florian Sparakowski,.301,super middle,,7 2 0,southpaw,"Stuttgart, Germany",5310,1,W,W,W,W,L,L,5309
Jose Rodolfo Garcia,.301,feather,29,6 9 0,southpaw,"Posadas, Argentina",5311,1,L,L,L,W,W,L,5310
Robert Franckel,.301,feather,40,37 25 1,orthodox,"Denver, USA",5312,1,W,L,L,L,L,L,5311
Dylan McDonagh,.301,super fly,35,4 3 0,,"Jobstown, Ireland",5313,1,W,W,L,L,L,W,5312
Francisco Palacios,.301,cruiser,43,24 4 0,orthodox,"Miami, USA",5314,1,L,W,W,L,L,W,5313
Ronald Naidu,.301,welter,29,10 5 3,,"Nadi, Fiji",5315,1,L,L,W,W,W,L,5314
Carlos Henrique Rodrigues da Silva,.301,feather,25,11 0 1,orthodox,"Santos, Brazil",5316,1,W,W,D,W,W,W,5315
Manuel Yahuaca,.301,light,22,3 1 2,,"Tijuana, Mexico",5317,1,W,D,W,L,W,D,5316
Henri Kekalainen,.301,middle,28,11 6 0,orthodox,"Kemi, Finland",5318,1,W,L,W,L,W,L,5317
Jorge Luis Garbey,.300,super middle,33,6 0 1,,"Bilbao, Spain",5319,1,W,W,W,D,W,W,5318
Ricardo Mayorga,.300,super middle,47,32 12 1,orthodox,"Managua, Nicaragua",5320,1,W,L,W,L,L,L,5319
Jesus Silvestre*,.300,fly,31,37 7 0,orthodox,"Tepic, Mexico",5321,1,W,W,W,W,W,W,5320
Adrian Haro Campos,.300,welter,24,7 9 4,,"Ciudad Obregon, Mexico",5322,1,W,W,L,L,L,L,5321
Sergio Martin Sosa*,.300,feather,26,11 2 0,orthodox,"Villa Hidalgo, Argentina",5323,1,W,W,W,L,L,W,5322
Yuya Miura,.299,super fly,22,2 2 0,orthodox,"Osaka, Japan",5324,1,Blank,Blank,W,L,W,L,5323
Baina Mazola,.299,super feather,27,16 8 3,southpaw,"Dar-Es-Salaam, Tanzania",5325,1,L,L,L,W,D,L,5324
Jamshidbek Najmitdinov,.299,welter,30,16 1 0,southpaw,"Tashkent, Uzbekistan",5326,1,W,W,W,W,W,W,5325
Kristian Hernandez,.298,welter,,7 0 0,orthodox,"Makati City, Philippines",5327,1,W,W,W,W,W,W,5326
Yeerjialahasi Laayibieke*,.298,super bantam,20,4 2 0,,"Urumqi, China",5328,1,L,L,W,W,W,W,5327
Mauro Amaro Corbalan,.298,light,,6 0 1,,"Rawson, Argentina",5329,1,W,W,D,W,W,W,5328
Bradley Hamil,.298,heavy,30,4 3 0,,"Cambridge, Canada",5330,1,L,W,W,W,L,L,5329
Ivan Price,.298,feather,20,3 0 0,southpaw,"Leeds, United Kingdom",5331,1,Blank,Blank,Blank,W,W,W,5330
Sanele Magwaza,.298,bantam,,4 0 0,,"Port Elizabeth, South Africa",5332,1,Blank,Blank,W,W,W,W,5331
David Bustamante,.298,super welter,,3 2 0,,Mexico,5333,1,Blank,W,L,W,W,L,5332
Hebi Marapu,.297,light,31,15 0 0,orthodox,"Jakarta, Indonesia",5334,1,W,W,W,W,W,W,5333
Andres Ramon Tejada,.297,super light,26,8 1 2,orthodox,"Angaco, Argentina",5335,1,W,W,W,W,W,L,5334
Daiki Ichikawa,.296,light,25,11 6 0,orthodox,"Fuji, Japan",5336,1,L,L,W,W,L,L,5335
Oganes Ustyan,.296,super light,22,4 0 0,orthodox,"Sochi, Russia",5337,1,Blank,Blank,W,W,W,W,5336
Shakiel Thompson,.296,middle,23,5 0 0,southpaw,"Sheffield, United Kingdom",5338,1,Blank,W,W,W,W,W,5337
Brandon Maddox,.296,middle,34,7 4 1,orthodox,"Detroit, USA",5339,1,W,L,D,L,L,L,5338
Lahcen Fatah,.296,welter,,1 0 0,,France,5340,1,Blank,Blank,Blank,Blank,Blank,W,5339
Enver Halili,.296,super welter,32,10 3 0,orthodox,"Bronx, USA",5341,1,W,W,W,L,L,L,5340
Michel Garcia,.296,super middle,32,15 1 0,,"Charleroi, Belgium",5342,1,W,W,W,W,W,W,5341
Cristian Ruben Mino,.295,light,24,19 4 0,orthodox,"Tigre, Argentina",5343,1,W,W,L,L,L,L,5342
Moris Markowitsch,.295,light heavy,41,3 7 2,orthodox,"Wuppertal, Germany",5344,1,D,L,L,L,W,L,5343
Emmanuel Mogawa,.295,feather,24,5 3 0,orthodox,"Dipolog City, Philippines",5345,1,W,W,L,W,W,L,5344
Dias Tastemirov,.295,super middle,29,4 0 0,,"Almaty, Kazakhstan",5346,1,Blank,Blank,W,W,W,W,5345
Hero Tito*,.295,super light,34,27 15 2,orthodox,"Malang, Indonesia",5347,1,W,L,W,W,L,L,5346
Matthieu Lehot,.295,super feather,29,12 11 1,,"Carentan, France",5348,1,W,W,L,L,L,W,5347
Jason Egera,.294,welter,36,24 22 3,southpaw,"Siaton, Philippines",5349,1,D,L,W,L,L,D,5348
Ruben Estrella*,.294,light,27,7 4 2,,"Merida, Mexico",5350,1,W,L,D,W,W,D,5349
Darko Stankovic,.294,cruiser,27,2 0 0,,"Leskovac, Serbia",5351,1,Blank,Blank,Blank,Blank,W,W,5350
Fuki Ishigaki,.294,minimum,32,3 2 0,orthodox,Japan,5352,1,Blank,W,W,L,L,W,5351
Magdiel Cotto,.294,middle,27,11 0 0,orthodox,"Comerio, Puerto Rico",5353,1,W,W,W,W,W,W,5352
Jackson Woods,.294,light,27,4 2 1,orthodox,"Latrobe, Australia",5354,1,W,W,W,L,D,L,5353
Gustavo Damian Reales,.294,super light,28,6 7 0,orthodox,"Salta, Argentina",5355,1,W,L,L,L,L,L,5354
Jake Tinklin,.294,welter,23,6 0 0,orthodox,"Risca, United Kingdom",5356,1,W,W,W,W,W,W,5355
Vincent Galazzo,.294,super welter,33,5 7 4,,"Theix, France",5357,1,L,W,L,L,W,D,5356
Alex Theran,.293,light heavy,30,22 5 0,southpaw,"Barranquilla, Colombia",5358,1,W,L,W,L,W,L,5357
Vipin Kumar,.293,light,29,3 1 0,,"Jabalpur, India",5359,1,Blank,Blank,L,W,W,W,5358
Pedro Valencia,.293,light,20,8 0 0,orthodox,"Los Angeles, USA",5360,1,W,W,W,W,W,W,5359
Nicolas Leandro Arganaraz*,.293,cruiser,24,8 3 0,southpaw,"Gonzalez Catan, Argentina",5361,1,W,W,L,W,L,L,5360
Maher Ayada,.293,super middle,32,9 0 0,orthodox,Germany,5362,1,W,W,W,W,W,W,5361
Juan Pablo Sanchez,.293,light,32,30 16 1,orthodox,"Huimanguillo, Mexico",5363,1,W,L,L,L,L,D,5362
Angel Herrera Perez,.292,middle,26,4 3 0,,"Ecatepec, Mexico",5364,1,L,W,L,W,W,L,5363
Kittithat Ungsrivongs,.292,super feather,22,17 1 0,orthodox,"Bangkok, Thailand",5365,1,W,W,W,W,W,W,5364
Jackson King,.292,light heavy,25,4 2 0,southpaw,"Tewantin, Australia",5366,1,W,W,L,W,W,L,5365
Zeus de Armas,.292,super feather,34,10 0 0,orthodox,"Telde, Spain",5367,1,W,W,W,W,W,W,5366
Oleksandr Voytenko,.292,middle,22,6 0 0,southpaw,"Edmonton, Canada",5368,1,W,W,W,W,W,W,5367
Salvador Baron*,.291,light,28,5 0 2,orthodox,"Almeria, Spain",5369,1,W,W,W,W,W,D,5368
Tigran Uzlyan,.291,light,26,2 0 0,,"Adler, Russia",5370,1,Blank,Blank,Blank,Blank,W,W,5369
Marcelo Gabriel Sanchez,.291,super welter,27,3 2 3,southpaw,"Hurlingham, Argentina",5371,1,W,W,D,D,W,L,5370
Romain Garofalo,.291,welter,38,15 7 0,orthodox,"Agde, France",5372,1,L,L,W,L,L,L,5371
Go Hosaka,.291,light,24,4 0 0,southpaw,"San Fernando City, Philippines",5373,1,Blank,Blank,W,W,W,W,5372
Vladimir Kelesh*,.291,cruiser,32,8 0 0,southpaw,"Moscow, Russia",5374,1,W,W,W,W,W,W,5373
Abderrahman Cherragi,.290,super feather,28,4 6 2,,"Bordeaux, France",5375,1,L,W,L,D,W,W,5374
Kent Erik Baadstad,.290,cruiser,32,6 1 0,orthodox,"Raufoss, Norway",5376,1,L,W,W,W,W,W,5375
Mohamed Ayyad,.290,super light,29,20 1 1,,"Annemasse, France",5377,1,W,W,W,W,W,W,5376
Yoelvis Gomez,.290,middle,23,3 0 0,orthodox,"Guatemala City, Guatemala",5378,1,Blank,Blank,Blank,W,W,W,5377
Guillermo Osvaldo Soloppi,.290,light,35,23 22 2,orthodox,"General Pico, Argentina",5379,1,L,L,W,L,L,L,5378
Giancarlo Bentivegna,.290,super light,38,16 3 0,orthodox,"Altofonte, Italy",5380,1,L,W,W,W,L,W,5379
Elio Heraldo Trosch,.290,light heavy,31,14 9 2,orthodox,"Santiago Del Estero, Argentina",5381,1,L,W,D,L,L,L,5380
Eros Gallegos*,.290,super middle,22,10 0 0,orthodox,"Alvin, USA",5382,1,W,W,NC,W,W,W,5381
Jamny Kumande*,.289,light heavy,30,7 1 0,southpaw,"Berlin, Germany",5383,1,W,W,W,W,W,L,5382
Ryohei Arakawa,.289,fly,31,6 4 1,southpaw,Japan,5384,1,L,L,W,W,L,L,5383
Mehdi Salouane,.289,light heavy,25,5 1 3,orthodox,"Dunkerque, France",5385,1,W,W,L,W,W,D,5384
Michael Affainie,.288,super welter,29,8 0 0,orthodox,"Mississauga, Canada",5386,1,W,W,W,W,W,W,5385
Jose Angel Quintana,.288,light,22,3 2 1,,"Mexicali, Mexico",5387,1,W,W,W,L,D,L,5386
Mbiya Kanku,.288,super welter,,8 5 1,,"Lusaka, Zambia",5388,1,L,W,W,W,L,L,5387
Oualid Belaoura,.288,super feather,30,5 0 0,,"Saint-Ouen, France",5389,1,Blank,W,W,W,W,W,5388
Craig Parker*,.288,cruiser,30,8 0 0,,"Las Vegas, USA",5390,1,W,W,W,W,W,W,5389
Jesus Ibarra,.288,super welter,30,5 1 0,southpaw,"San Pablo, USA",5391,1,W,L,W,W,W,W,5390
Yoni Blanco,.288,feather,29,12 1 0,orthodox,"Caracas, Venezuela",5392,1,W,W,W,W,L,W,5391
Boban Filipovic,.288,heavy,44,26 1 0,orthodox,"Rakovica, Serbia",5393,1,W,W,W,L,W,W,5392
Shota Suito,.287,light,32,12 11 1,orthodox,Japan,5394,1,L,L,L,L,L,W,5393
Eliseo Velez,.287,super bantam,,12 3 3,,"Guadalajara, Mexico",5395,1,L,W,D,W,L,L,5394
Alfredo Di Bartolo,.287,fly,38,4 7 0,orthodox,"Frossasco, Italy",5396,1,L,L,L,W,L,L,5395
Hirokazu Okajima,.287,light,35,9 7 2,orthodox,"Matsubara, Japan",5397,1,L,L,L,L,W,L,5396
Dodzi Kemeh,.287,super welter,29,24 2 0,orthodox,"Accra, Ghana",5398,1,L,W,W,W,W,W,5397
Marjun Pantilgan,.287,super fly,26,18 8 0,orthodox,"Cebu City, Philippines",5399,1,W,W,W,L,L,L,5398
Shokhrukh Ashurov,.287,super light,22,3 2 1,southpaw,"Bukhara, Uzbekistan",5400,1,L,W,W,W,D,L,5399
Anders Eggan,.286,super middle,23,6 0 0,,"Trondheim, Norway",5401,1,W,W,W,W,W,W,5400
Miguel Alvarez*,.286,feather,,6 2 1,southpaw,"Playa del Carmen, Mexico",5402,1,D,L,W,W,W,L,5401
Issei Ochiai,.286,bantam,20,2 0 0,southpaw,"Kashiwa, Japan",5403,1,Blank,Blank,Blank,Blank,W,W,5402
James Hawley,.286,middle,21,6 0 0,orthodox,"Bromley, United Kingdom",5404,1,W,W,W,W,W,W,5403
Patrick Rokohl,.286,light heavy,32,21 1 0,,"Braunschweig, Germany",5405,1,L,W,W,W,W,W,5404
Saul Gutierrez Hernandez,.286,super feather,37,19 23 4,,"Saltillo, Mexico",5406,1,W,W,L,L,L,L,5405
Cristian Avila,.286,super bantam,23,15 4 1,,"Maracay, Venezuela",5407,1,W,W,W,W,W,W,5406
Ed Fountain,.285,heavy,31,12 7 0,southpaw,"Saint Louis, USA",5408,1,W,L,L,L,L,L,5407
Victor Odindo,.285,super light,34,5 3 1,,"Angaston, Australia",5409,1,W,W,L,L,L,D,5408
Flo Simba,.285,heavy,31,15 5 0,orthodox,"Alberton, South Africa",5410,1,L,L,W,L,W,W,5409
Daniele Marte,.285,light,23,3 0 0,,"Nettuno, Italy",5411,1,Blank,Blank,Blank,W,W,W,5410
Oscar Garcia,.285,super light,23,4 0 1,orthodox,"Coral Springs, USA",5412,1,Blank,W,W,W,W,D,5411
Cesar David Inalef,.285,welter,34,22 10 2,southpaw,"San Carlos de Bariloche, Argentina",5413,1,W,L,L,L,L,W,5412
Siliveni Nawai,.285,super middle,26,12 4 1,orthodox,"Nadi, Fiji",5414,1,L,L,L,D,L,W,5413
Jonathan Francisco,.284,super fly,27,10 15 1,orthodox,"Zamboanga City, Philippines",5415,1,L,L,L,L,L,L,5414
Sergey Kharitonov,.284,heavy,40,1 0 0,,"Plesetsk, Russia",5416,1,Blank,Blank,Blank,Blank,Blank,W,5415
Daniel Mendes,.284,cruiser,35,11 2 0,southpaw,"Silvertown, United Kingdom",5417,1,W,W,W,L,W,W,5416
Jonathan Santana,.284,bantam,23,7 3 0,,"Las Palmas, Spain",5418,1,W,L,W,L,W,L,5417
Antonio Sanchez,.284,welter,34,6 9 3,orthodox,"Toa Alta, Puerto Rico",5419,1,W,L,L,L,D,L,5418
Jean Carlos Quintana,.284,light,24,9 0 0,,"Moca, Puerto Rico",5420,1,W,W,W,W,W,W,5419
Marcel Rivers,.284,welter,33,7 3 0,orthodox,"Philadelphia, USA",5421,1,W,W,W,L,L,L,5420
Luca Capuano,.283,super middle,32,11 0 0,southpaw,"Milan, Italy",5422,1,W,W,W,W,W,W,5421
Tomoya Yamamoto,.283,minimum,23,5 2 0,orthodox,Japan,5423,1,W,L,L,W,W,W,5422
Javier Garcia Roche,.283,middle,38,19 6 1,orthodox,"Barcelona, Spain",5424,1,W,L,W,W,W,L,5423
Edgar Jesus Rivera,.283,feather,30,4 5 3,,"Tlalnepantla, Mexico",5425,1,D,L,W,W,L,D,5424
Bruno Tavares,.283,light heavy,29,13 3 1,,"Villars-sur-Glane, Switzerland",5426,1,W,W,L,W,L,NC,5425
Farid Aliyev,.282,bantam,24,2 0 0,orthodox,"Baku, Azerbaijan",5427,1,Blank,Blank,Blank,Blank,W,W,5426
Mark Anthony Florida,.282,fly,,12 9 0,orthodox,"Malaybalay City, Philippines",5428,1,L,L,L,W,W,L,5427
Semir Bajrovic,.282,cruiser,29,19 1 2,orthodox,"Dubovo, Serbia",5429,1,W,D,W,W,W,W,5428
Benjamin Gavazi*,.282,light heavy,25,12 1 0,,"Landau, Germany",5430,1,W,W,W,W,W,W,5429
Nathan Webber,.282,welter,28,7 1 0,orthodox,"Gold Coast, Australia",5431,1,W,W,W,W,L,W,5430
Julio Cortez,.282,super feather,32,15 2 0,orthodox,"Esmeraldas, Ecuador",5432,1,W,W,L,L,W,W,5431
Jesus Faro,.281,super fly,30,17 11 0,orthodox,"Mexico City, Mexico",5433,1,W,L,L,W,W,W,5432
Ender Luces,.281,super feather,21,10 0 0,southpaw,"El Tigrito, Venezuela",5434,1,W,W,W,W,NC,W,5433
Gaetano Gutta'*,.281,welter,33,11 6 1,southpaw,"Pedara (Catania), Italy",5435,1,W,L,L,L,W,W,5434
Edgar Lozano,.281,feather,28,10 12 2,,"Toluca, Mexico",5436,1,L,L,L,L,W,L,5435
David Murray,.281,light heavy,34,10 2 1,orthodox,"Wilmington, USA",5437,1,W,W,L,W,W,W,5436
Jack Daniel,.281,feather,26,7 0 0,southpaw,"Leeds, United Kingdom",5438,1,W,W,W,W,W,W,5437
Rafi Majid,.281,super middle,39,10 2 0,,"Singapore, Singapore",5439,1,W,W,W,L,L,W,5438
Paul Gallen*,.281,heavy,39,9 0 1,orthodox,"Cronulla, Australia",5440,1,W,W,W,W,W,D,5439
Felix Santana Jr*,.280,super feather,30,4 0 0,orthodox,"Ocala, USA",5441,1,Blank,Blank,W,W,W,W,5440
Dominique Kenshin*,.280,super feather,20,5 1 0,orthodox,"Fussa, Japan",5442,1,W,W,W,L,W,W,5441
Christian Pawlak*,.280,light heavy,41,40 8 1,orthodox,"Espelkamp, Germany",5443,1,W,W,W,W,W,W,5442
Juan Esteban Cazares Avila,.280,super light,24,8 2 1,,"Navojoa, Mexico",5444,1,W,L,D,W,W,L,5443
Jorge Alberto Sanchez Zarate,.280,bantam,23,3 2 1,,"Mexico City, Mexico",5445,1,W,D,L,W,W,L,5444
Sean Daly,.280,welter,28,8 1 0,orthodox,"Burntwood, United Kingdom",5446,1,W,W,W,W,W,L,5445
Dervin Rodriguez,.280,super bantam,,7 0 0,,Colombia,5447,1,W,W,W,W,W,W,5446
Luis Eduardo Florez,.279,super light,33,25 17 0,,"Puerto Libertador, Colombia",5448,1,L,L,L,W,L,L,5447
Patrick Liukhoto,.279,bantam,27,10 2 2,orthodox,"Kupang, Indonesia",5449,1,W,D,L,L,W,D,5448
Roberto Villarino Perez,.279,super bantam,19,5 0 0,,"Mexicali, Mexico",5450,1,Blank,W,W,W,W,W,5449
Edgar Puerta,.279,light,38,25 14 1,orthodox,"Tijuana, Mexico",5451,1,W,L,L,L,L,L,5450
Daniel Khan,.279,light,24,10 0 0,orthodox,"Loughton, United Kingdom",5452,1,W,W,W,W,W,W,5451
Nicolas Pablo Demario,.278,super light,26,13 4 2,orthodox,"Ranchos, Argentina",5453,1,W,L,W,W,W,W,5452
Jesus Ibarra,.278,super feather,22,10 0 0,,"Apache Junction, USA",5454,1,W,W,W,W,W,W,5453
Francesco Alberti,.278,super middle,37,5 5 0,orthodox,"Brescia, Italy",5455,1,W,L,W,L,W,L,5454
Bergman Aguilar,.278,super light,36,15 6 1,southpaw,"San Jose, Costa Rica",5456,1,W,L,L,L,W,L,5455
Kevin Ongenae,.277,middle,34,11 7 3,,"Ghent, Belgium",5457,1,L,L,D,W,D,L,5456
Israel Hector Enrique Perez,.277,super feather,41,28 3 1,orthodox,"San Vicente, Argentina",5458,1,W,W,W,W,L,W,5457
Shon Mondragon,.277,super bantam,23,6 0 0,southpaw,"Commerce City, USA",5459,1,W,W,W,W,W,W,5458
Leonardo Mosquea,.277,light heavy,26,2 0 0,orthodox,"Rennes, France",5460,1,Blank,Blank,Blank,Blank,W,W,5459
Jason Buenaobra,.276,bantam,26,7 5 3,southpaw,"Pasay City, Philippines",5461,1,D,W,W,W,L,L,5460
Carlos Antonio Zatarain,.276,super light,25,14 5 2,,"Cajeme, Mexico",5462,1,W,L,W,W,W,W,5461
Prince Andrew Laurio,.276,super fly,21,10 3 1,orthodox,"Baleno, Philippines",5463,1,D,W,W,L,L,L,5462
Daniel Cardenas,.276,super welter,41,2 1 0,orthodox,"Palma de Mallorca, Spain",5464,1,Blank,Blank,Blank,W,W,L,5463
Kenneth Council,.276,middle,35,11 4 1,,"Knoxville, USA",5465,1,W,W,L,L,L,W,5464
Yury Bykhautsou,.276,cruiser,34,10 21 3,orthodox,"Gomel, Belarus",5466,1,L,L,L,L,L,L,5465
Zoltan Szabo,.276,welter,26,27 24 0,orthodox,"Budapest, Hungary",5467,1,L,L,W,W,L,L,5466
Sylvain Chapelle,.276,light,34,17 27 2,orthodox,"Montpellier, France",5468,1,L,W,W,L,L,L,5467
Derrick Colemon Jr,.276,super welter,21,13 1 0,,"Detroit, USA",5469,1,W,W,W,L,W,W,5468
Eddie Treacy*,.275,super welter,,4 0 0,,Ireland,5470,1,Blank,Blank,W,W,W,W,5469
Joseph Kwadjo,.275,light heavy,35,24 12 0,orthodox,Fiji,5471,1,W,W,L,W,NC,L,5470
Blas Ezequiel Caro,.275,feather,26,4 1 0,orthodox,"Rosario, Argentina",5472,1,Blank,W,W,W,W,L,5471
Juan Esteban Garcia,.275,fly,23,9 0 1,,USA,5473,1,W,W,W,D,W,W,5472
Omar Bordoy,.274,super light,25,10 1 0,orthodox,"Danbury, USA",5474,1,W,W,L,W,W,W,5473
Jonathan Aguilar,.274,super bantam,27,21 8 0,orthodox,"Tuxtla Gutierrez, Mexico",5475,1,W,W,L,L,W,W,5474
Cody Kelly,.274,super light,32,3 2 3,southpaw,"Wasaga Beach, Canada",5476,1,L,L,W,D,D,D,5475
Ilias Essaoudi*,.274,super welter,31,17 2 0,orthodox,"Dorsten, Germany",5477,1,L,W,W,L,W,W,5476
German Del Castillo,.274,welter,20,8 1 2,,"Barranquilla, Colombia",5478,1,W,W,L,D,W,W,5477
Ryan Stevenson,.274,welter,27,8 0 0,orthodox,"Armthorpe, United Kingdom",5479,1,W,W,W,W,W,W,5478
Jorge Arturo Lagunas Valencia,.273,light,25,10 2 0,,"Tijuana, Mexico",5480,1,W,W,W,W,L,W,5479
Sergio Eduardo Gonzalez,.273,super welter,42,31 25 4,southpaw,"Garín, Argentina",5481,1,L,L,L,L,L,L,5480
Pierre Morange,.273,welter,33,6 3 5,,"Niort, France",5482,1,W,L,W,W,D,L,5481
Rene Huebner*,.273,cruiser,45,51 19 2,orthodox,"Berlin, Germany",5483,1,W,W,W,W,W,W,5482
Sergio Lopez,.273,super feather,34,22 16 1,orthodox,"West Covina, USA",5484,1,L,W,L,L,L,L,5483
Flavio Cesar Ramos,.273,welter,23,8 6 3,,"Victoria de Durango, Mexico",5485,1,W,L,D,L,L,L,5484
Yassine Habachi,.273,cruiser,34,5 14 5,orthodox,"Corato, Italy",5486,1,D,L,L,D,L,L,5485
Arpad Klasz,.273,super middle,32,11 0 0,orthodox,"Budapest, Hungary",5487,1,W,W,W,W,W,W,5486
Pavel Fedorov,.272,super light,24,1 0 0,orthodox,"Vichuga, Russia",5488,1,Blank,Blank,Blank,Blank,Blank,W,5487
Jose Gonzalez,.272,super feather,,7 1 0,,"Puerto Morelos, Mexico",5489,1,W,W,W,W,W,L,5488
Roody Pierre Paul,.272,super light,36,16 6 2,southpaw,"Terrebonne, Canada",5490,1,W,W,D,L,L,L,5489
Jerome Pascua,.272,middle,27,7 4 0,southpaw,"Auckland, New Zealand",5491,1,W,L,L,W,W,L,5490
Abraham Oliva,.272,feather,22,4 0 0,,"Nuevo Laredo, Mexico",5492,1,Blank,Blank,W,W,W,W,5491
Jorge Rojas Zacazontetl,.272,light,30,6 5 1,,"Cholulua, Mexico",5493,1,L,L,L,L,W,W,5492
Sascha Arsumanjan,.271,light heavy,29,7 1 1,,"Stein, Germany",5494,1,W,W,D,W,W,L,5493
Luis Donaldo Lozada,.271,feather,25,3 3 1,,"Queretaro, Mexico",5495,1,W,L,D,W,L,L,5494
Gunnar Kolbeinn Kristinsson,.271,heavy,32,11 0 0,orthodox,"Gardabaer, Iceland",5496,1,W,W,W,W,W,W,5495
Gavino Guaman,.271,feather,29,5 4 1,orthodox,"River Falls, USA",5497,1,L,W,L,L,L,D,5496
Carlos Alberto Gonzalez Urena,.271,light,25,4 2 2,,"Los Cabos, Mexico",5498,1,D,W,W,D,W,L,5497
Serge Sahakyan,.271,super welter,24,4 2 1,orthodox,"Krasnodar, Russia",5499,1,W,W,W,D,W,L,5498
Nicolas Ezequiel Herrera,.271,light,24,7 1 1,orthodox,"Ituzaingo, Argentina",5500,1,W,W,L,W,W,W,5499
Tc Priestley*,.271,super feather,31,3 4 0,orthodox,"Moree, Australia",5501,1,L,W,L,W,W,L,5500
Koichi Wakita,.271,super bantam,30,7 2 3,orthodox,"Wakayama, Japan",5502,1,D,D,W,W,W,D,5501
Levi Kinsiona,.271,super light,24,7 1 0,orthodox,"Sheffield, United Kingdom",5503,1,W,W,W,W,L,W,5502
Josh Baillie,.270,super feather,35,6 6 0,orthodox,"Tamworth, United Kingdom",5504,1,W,W,L,L,W,L,5503
Maxi Macchion,.270,middle,33,7 1 1,orthodox,"Palma de Mallorca, Spain",5505,1,W,W,W,L,W,W,5504
Yui Oikawa,.270,light,27,7 6 0,orthodox,"Kawasaki, Japan",5506,1,W,W,W,L,L,L,5505
Yudel Reyes,.270,light fly,24,11 0 0,,"Monterrey, Mexico",5507,1,W,W,W,W,NC,W,5506
Diomel Diocos,.269,super fly,27,14 6 3,orthodox,"Paranaque City, Philippines",5508,1,W,L,L,W,L,L,5507
Chaiya Ruamtham,.269,welter,25,1 0 0,,Thailand,5509,1,Blank,Blank,Blank,Blank,Blank,W,5508
Jin Ping Yang,.269,minimum,23,3 0 1,,China,5510,1,Blank,Blank,W,D,W,W,5509
Jerhed Fenderson,.269,light heavy,32,4 13 0,orthodox,"Las Vegas, USA",5511,1,L,L,L,L,L,L,5510
Jose Andres Andrade Periban,.269,light,30,9 7 1,,"Nezahualcóyotl, Mexico",5512,1,W,L,L,D,L,L,5511
Sami Enbom,.269,cruiser,33,19 6 0,southpaw,"Lahti, Finland",5513,1,W,L,L,L,L,W,5512
Clay AJ Waterman,.269,cruiser,24,2 0 0,orthodox,"Logan City, Australia",5514,1,Blank,Blank,Blank,Blank,W,W,5513
Andrew Satterfield,.269,heavy,26,5 4 0,,,5515,1,W,L,L,W,L,L,5514
James McGivern,.269,light,22,2 0 0,southpaw,"Belfast, United Kingdom",5516,1,Blank,Blank,Blank,Blank,W,W,5515
Youssouf Doumbia,.268,middle,35,12 25 5,orthodox,"Courbevoie, France",5517,1,L,W,W,L,L,W,5516
Adam Fitzsimmons,.268,light heavy,,3 4 0,orthodox,"Taree, Australia",5518,1,W,L,L,W,L,L,5517
Tokuken Yoshimoto,.268,bantam,35,5 2 3,orthodox,"Kawasaki, Japan",5519,1,W,D,W,D,L,D,5518
Yoan Boyeaux,.268,super feather,32,42 6 0,orthodox,"Beaune, France",5520,1,W,W,W,L,L,W,5519
Francesco Versaci,.268,cruiser,35,21 3 0,orthodox,"Reggio Calabria, Italy",5521,1,W,L,L,W,W,W,5520
Jake Robinson,.268,light,28,3 1 1,orthodox,"Lee's Summit, USA",5522,1,Blank,D,W,L,W,W,5521
Francisco Bustos,.267,middle,35,9 1 0,,"Rockville, USA",5523,1,W,W,W,W,W,L,5522
Martin Nicolas Matamala*,.267,light,28,11 8 0,orthodox,"Cipolletti, Argentina",5524,1,L,W,W,L,L,L,5523
Arjay Recopelacion,.267,light fly,20,5 1 2,orthodox,"Davao City, Philippines",5525,1,D,W,W,D,W,W,5524
Francis Rozentals,.267,super middle,20,5 0 0,orthodox,"Riga, Latvia",5526,1,Blank,W,W,W,W,W,5525
Jason Tinampay,.267,super feather,25,11 14 1,orthodox,"Dagohoy, Philippines",5527,1,L,L,W,W,W,L,5526
Arturo Aguilar,.267,cruiser,21,2 0 3,,"Birmingham, USA",5528,1,Blank,W,W,D,D,D,5527
Josber Perez,.267,fly,25,17 3 0,orthodox,"Los Teques, Venezuela",5529,1,W,W,W,L,W,L,5528
Sachin Dekwal,.267,light,25,8 0 0,,"Faridabad, India",5530,1,W,W,W,W,W,W,5529
Elian Jimenez,.266,super bantam,20,6 0 0,,"Mazatlan, Mexico",5531,1,W,W,W,W,W,W,5530
Vairo Lenti,.266,light,28,7 4 1,orthodox,"Livorno, Italy",5532,1,L,W,W,L,W,L,5531
Cori Gibbs,.266,super light,27,13 0 0,orthodox,"Birmingham, United Kingdom",5533,1,W,W,W,W,W,W,5532
Afunwa King,.266,light heavy,31,2 1 0,orthodox,"Bronx, USA",5534,1,Blank,Blank,Blank,W,L,W,5533
Ali Yammouni,.266,super welter,38,13 9 0,,"Calais, France",5535,1,W,W,L,L,W,L,5534
Jose Daniel Ruiz,.266,welter,,34 13 2,orthodox,"Los Mochis, Mexico",5536,1,W,L,L,L,L,L,5535
Justine Digamo,.266,fly,,2 1 0,orthodox,"Dipolog City, Philippines",5537,1,Blank,Blank,Blank,W,W,L,5536
Ariel Esteban Bracamonte,.266,heavy,27,9 6 0,orthodox,"La Cumbre, Argentina",5538,1,L,W,L,L,L,L,5537
